"Author, Last","Author, First",Title,Publisher,Date ,Size,Information; Notes ; Condition,Edition/Printrun,ISBN,"Author, Editor",Contributors,Signed/Inscribed,Designer,Summary,W3  Artist,W3 Publisher,Collection Grouping,"Subject classification, tags",Classification,BISAC classification,Dewey Decimal Classification (DDC),Location,Accession No,Price,Image
Schmied,Andi,Private Views: A High-Rise Panorama of Manhattan,"VI PER Gallery, Prague.",2020,"31.5 x 23.5 cm,","Hardback, Cloth, Perfect binding, Silver Embossed",,978-807091256,"Editors: Irena Lehkoživová, Barbora Špičáková.","Essays: Sara Emilia Bernat, f-architecture, Irena Lehkoživová, Ava Lynam, Peter Noever, Jack Self, Michael Sorkin, Samuel Stein, Barbora Špičáková, Anthony Vidler, Sharon Zukin.",,,"All of us want to see Manhattan from above, but very few can do it from their own living room. Private Views is here to satisfy our incessant curiosity about a hidden elite world that we can only observe from outside, or occasionally, from an overpriced viewing point crowded with tourists. While posing as an apartment-hunting Hungarian billionaire, Andi Schmied accessed and documented Manhattan’s most exclusive high-rise properties. For the duration of the project, she inhabited a fictional persona: Gabriella, a mother of one whose husband is an antique dealer. Dressing as Gabriella and acting as Gabriella, she prepared for the family’s upcoming move to Manhattan. Complemented by essays, and fragments of the real estate conversations, the book guides its readers through the sunset from the Trump Tower and dawn over Central Park from the private ballroom of the tallest residential tower on the planet, showcasing samples of the world’s most luxurious materials, such as the Calacatta Tucci marble used in bathrooms overlooking the Empire State Building.",http://andischmied.com,http://www.vipergallery.org/en/bookstore/andi-schmied-private-views,"Surveillance, NYC","city, rich, buildings, manhattan, nyc, cityscape",Surveillance Index,,,"Hudson Street Library, NYC",,$95.00,
Schmit,Aurel,Maneater,,,,,,,,,,,,,,,,,,,,,,
Schnabel,Julian,Draw A Family,Karma,,,,,,,,,,,,https://karmakarma.org,,,,,,,,,
Schnabel,Julian,Polaroids,Prestel,,,,,,,,,,,,,,,,,,,,,
Schonberger,Ben,Beautiful Pig,,,,,,,,,,,,http://www.benschonberger.com/new-page/,,,,,,,,,,
Schorr,Collier,Contacts,IDEA Books,2015,,,100,,,,,,"this bookzine is based on Schorr's seminal book 'Jens F', published by Steidl/MACK. The work is a study of Andrew Wyeth's series of paitings of a girl named Helga. Schorr began to photograph a young boy in many of the positions that Wyeth painted Helga; to give someone another identity and photograph them through the transformation. During the process, Wyeth's book 'The Helga Pictures' became a sketchbook, filled with contact prints, annotations and so where the viewer sees only the finished and perfected photograph. 'Contacts' shows a deeper view into this process",https://mackbooks.co.uk,https://mackbooks.co.uk,,,,,,,,,
Schorr,Collier,Paul's Book,MACK,2019,,,,,,,,,,https://mackbooks.co.uk,https://mackbooks.co.uk,,,,,,,,,
Schorr,Collier,8 Woman,MACK,2014,,,,,,,,,,https://mackbooks.co.uk,,,,,,,,,,
Schorr,Collier,I Blame Jordan,,2016,,,,,,,,,,,,,,,,,,,,
Schorr,Collier,Neighbors/Nachbarn,,2006,,,,,,,,,,,,,,,,,,,,
Schubert,Erik,How to Win Friends and Influence People,Lavalette,2013,,,,,,,,false,,,,,,,,,,,,
Schwitters,Ernst,Ernst Schwitters in Norway: Photographs 1930-1960 (Multilingual Edition),Hatje Cantz,2006,"8½x11""",,,,,,,,,,https://www.hatjecantz.de/,,Photography,,,,,,,
Seawright,Paul,Things Left Unsaid,,,,,,,,,,,,,,,,,,,,,,
Sepuya,Paul Mpagi Sepuya,,Aperture,,,,,,,,,,,,https://aperture.org/,,,,,,,,,
Serra,Richard,Serra 2013,Gagosian New York,,,,,,,,,,,,https://gagosian.com/,,New York City,,,,,,,
Serra,Richard,Richard Serra Early Work,steidl David Zwirner,,,,,,,,,,,,https://www.davidzwirnerbooks.com/,,,,,,,,,
Serra,Richard,Richard Serra Drawing,"Rose|White|Garreks, Menil",,,,,,,,,,,,,,,,,,,,,
Serra,Richard,(title in arabic),Steidl,,,,,,,,,,,,https://steidl.de,,,,,,,,,
Sethi,Nick,Khichdi (kitchari),,,,,,,,,,,,,,,,,,,,,,
Sethi,Nick,Pul Ke Niche,,,,,,,,,,,,,,,,,,,,,,
Sevigny,Chloe,No Time for Love,,,,,,,,,,,,,,,,,,,,,,
Shafran,Nigel,The People on the Street,,,,,,,,,,,,,,,,,,,,,,
Shaw,Chris,Before and After Night Porter,,,,,,,,,,,,,,,,,,,,,,
Shaw,Jeremy,Jeremy Shaw,Swiss Institute and Centre Pompidou,2020,Height: Shaw cm | Width: Jeremy cm,"Hardback boards, 142 pages, perfect binding",,978-2844268662,,,,142,perfect binding,,,,false,,,,,,,
Shea,Daniel,43-35 10th Street,Kodoji Press,2018,27x24cm,"Softcover, Sewn Bound, 288 pages, colour",,978–3037470862,"Daniel Shea, Walter Benn Michaels, Winfried Heininger",,,,"43-35 10th Street is a book about architecture and its relationship to ideological and socioeconomic shifts. The work began with a simple premise; for Shea to observe the residential real estate boom in his neighborhood of New York City, Long Island City. This type of development boom, happening in cities globally, is a distinctly late capitalist solution to the perception of housing needs. Images of Long Island City in New York are juxtaposed with the government buildings in the famed Brazilian city of Brasilia, built ex-nihilo 50 years ago. Images of a dying California industrial town suggest a cycle of dissolution, real estate value, and entropy.""--Photo London website, accessed 1/8/2018. Source: Publisher",https://www.danielpshea.com/,,,"Architectural photography, Brasília (Distrito Federal, Brazil) -- Pictorial works, City planning -- Pictorial works, Documentary photography, Gentrification, Human ecology -- Pictorial works, Long Island City (New York, N.Y.) -- Pictorial works, Photography, Artistic, Searles Valley (Calif.) -- Pictorial works",,,,,,,/assets/images/books/Shea_43_35_10th_Street_9783037470862.jpg
Shea,Daniel,,,,,,,,,,,,,https://www.danielpshea.com/,,,,,,,,,,
Shea,Daniel,"Blisner, IL",,,,,,,,,,,,https://www.danielpshea.com/,,,,,,,,,,
Shearer,Steven,Steven Shearer,,,,,,,,,,,,,,,,,,,,,,
Sheshivari,Izet,505,,2015,,1216 pages,,,,,,,"A compilation bringing together reprints of 28 out-of-print artist's notepads originally published by Sheshivari in his own publishing house, Boabooks, between 2008 and 2011. These original notepads featured contributions (images and text) from various contemporary artists, including Olivier Mosset, Isabelle Cornaro, and Jérémie Gindre, among others. The book is primarily an art publication and a documentation of Sheshivari's curatorial and publishing work with Boabooks, allowing readers to view the development of the series as a whole.",,,,,,,,,,,/assets/images/books/Sheshivari_505.jpg
Shiga,Lieko,Blind Date,,,,,,,,,,,,,,,,,,,,,,
Shiinoki,Shunsuke,Deko + Munition,,,,,,,,,,,,,,,,,,,,,,
Shinoyama,Kishin,No Nude - Virgin Lisa,Asahi Press,2009,,62 pages,,978-4255004686,,,,,,,,,,,,,,,,/assets/images/covers/9784255004686.jpg
Shinoyama,Kishin,Olele Olala,,,,,,,,,,,,,,,,,,,,,,
Shinoyama,Kishin,Olele Olala,,,,,,,,,,,,,,,,,,,,,,
Silano,Pacifico,I Wish I Never Saw the Sunshine.,Loose Joints,2021,"7¾x9¾""","40 pages, Hardbound, 40 pp., 40 color illustrations",,978-1912719242),,,,,"American conceptual artist Pacifico Silano’s practice is rooted in excavating the printed ephemera of gay culture to create new images that comment on loss, longing and queer melancholy. In particular, Silano uses the gestures of framing, cropping and layering vintage gay erotica to comment on the HIV/AIDS crisis and its reverberations on queer lives, which included the loss of the artist's uncle at the height of the epidemic. I Wish I Never Saw the Sunshine is Silano’s first artist’s book, and engages with an ambitious accordion-folded format that references Silano’s photo-based installations: two twenty-panel long sequences that can be read as both one continuous collage and a sequence of individual images. Included in the book is an interview with the artist by José Diaz, Chief Curator of The Andy Warhol Museum.",,,,,,,,,,,
Silano,Pacifico,I Wish I Never Saw the Sunshine.,Loose Joints,2021,"7¾x9¾""","40 pages, Hardbound, 40 pp., 40 color illustrations",,978-1912719242,,,,,"American conceptual artist Pacifico Silano’s practice is rooted in excavating the printed ephemera of gay culture to create new images that comment on loss, longing and queer melancholy. In particular, Silano uses the gestures of framing, cropping and layering vintage gay erotica to comment on the HIV/AIDS crisis and its reverberations on queer lives, which included the loss of the artist's uncle at the height of the epidemic. I Wish I Never Saw the Sunshine is Silano’s first artist’s book, and engages with an ambitious accordion-folded format that references Silano’s photo-based installations: two twenty-panel long sequences that can be read as both one continuous collage and a sequence of individual images. Included in the book is an interview with the artist by José Diaz, Chief Curator of The Andy Warhol Museum.",,,,,,,,,,,
Silano,Pacifico,Tear Sheets,,,,,,,,,,,,,,,,,,,,,,
Sillman,Amy,A Summer,Gladstone Gallery,2021,,"Softback,",,,,,,Marco Caroti,"99 flowers, a guide, a calendar, an index, and a conversation.",,https://www.gladstonegallery.com/,,Art,,,,,,,/assets/images/books/Sillman_A_Summer_NULL.jpeg
Silva,Giovanna,Inch by Inch House by House Alley by Alley,,,,,,,,,,,,,,,,,,,,,,
Silva,Giovanna,Inch by Inch House by House Alley by Alley,,,,,,,,,,,,,,,,,,,,,,
Simmons,Laurie,The Love Doll,,,,,,,,,,,,,,,,,,,,,,
Simmons,Laurie,Photographs 1978/79,,,,,,,,by Collier Schorr and Laurie Simmons,,,,,,,Photography,,,,,,,
Simmons,Gary,,Damiani,,,,,,,,,,,,https://www.damianieditore.com/,,,,,,,,,
Simon,Taryn,Paperwork And The Will Of Capital,"Hatje Cantz, Gagosian",,,,,,,,,,,http://tarynsimon.com/,https://gagosian.com/,,,Individual Photographer Monographs,,,,,,
Simon,Taryn,The Color of a Flea’s Eye: The Picture Collection,Cahiers d'Art,2020,11.22 x 1.65 x 15.43 inches,"Hardcover, boxed, 460 pages",,9782851173140,,,,,"A tremendous feat of bookmaking, Taryn Simon's The Color of a Flea's Eye deploys prints, postcards and other ephemera to explore the organization of visual information through the New York Public Library's beloved archive Taryn Simon's The Color of a Flea's Eye presents a history of the New York Public Library's Picture Collection--a legendary trove of more than one million prints, photographs, postcards, posters and images from disused books and periodicals. Since its inception in 1915, the Picture Collection has been a vital resource for writers, historians, artists, filmmakers, fashion designers and advertising age",http://tarynsimon.com/,https://www.cahiersdart.com,Individual Photographer Monographs,"Photography / Individual Photographers / Monographs, Cataloging of pictures -- New York (State) -- New York, Photography, Artistic -- 21st century",Individual Photographer Monographs,,,HSL,,,
Simon,Taryn,An American Index of the Hidden and Unfamiliar,Steidl,2007,10.2 x 0.9 x 13.4 inches,"Hardcover, 152 pages",,978-3865213808,,,,,,http://tarynsimon.com/,https://steidl.de,Individual Photographer Monographs,,Individual Photographer Monographs,,,,,,/assets/images/covers/9783865213808.jpg
Simon,Taryn,Contraband,Steidl,2010,7 x 1.5 x 9.2 inches,"Paperback, 479 pages",,978-3869301341,,,,,,http://tarynsimon.com/,https://steidl.de,Individual Photographer Monographs,,Individual Photographer Monographs,,,,,,/assets/images/covers/9783869301341.jpg
Simon,Taryn,"Rear Views, a Star-forming Nebula, and the Office of Foreign Propaganda",Tate Publishing,2015,5.9 x 1.6 x 10.6 inches (27x15 cm),"Hardcover, 388 pages, with 200 color plates;",,978-1849762359,,,,,,http://tarynsimon.com/,,,,,,,,,,
Simon,Taryn,Birds of the West Indies,Hatje Cantz,2013,20.50x30.50 cm,"Hardcover, 440 pages, clothbound",,978-3775736633,,,,,,http://tarynsimon.com/,https://www.hatjecantz.de/,,Nature,,,,,,,/assets/images/covers/9783775736633.jpg
Simon,Taryn,Contraband,,2010,Height: 23.4 cm | Width: 17.8 cm,479 pages,,9783869301341,,,,,,http://tarynsimon.com/,https://steidl.de,Individual Photographer Monographs,,,,,,,,/assets/images/covers/9783869301341.jpg
Sims,David,Supreme,Supreme,2015,,w/ poster inscribed,,,,,inscribed,,,,,,,,,,,,,
"Sims; Hawkesworth, Jamie;",David,Siam's Guy,,,,,,,,,,,,,,,,,,,,,,
Simson,Lorna,Lorna Simpson,Phaidon Press,,,,,,,,,,,https://www.phaidon.com/,,,,,,,,,,
Simson,Lorna,Collages,,,,,,,,,,,,,,,,,,,,,,
Simson,Lorna,Works on Paper,Aspen Art Museum,,,,,,,,,,,,,,,,,,,,,
Snapp,Colin,VISTA,,,,,,,,,,,,,,,,,,,,,,
Sobol,Jacob Aue,With And Without You,,,,,,,,,,,,,,,,,,,,,,
"Sorrenti; Goldberg,Jim",Davide,Let's Panic,,,,,,,,,,,,,,,,,,,,,,
Soth,Alec,A Pound of Pictures by Alec Soth,Mack,2022,"25.3 x 31 cm,","Embossed linen hardcover with front and back tip-in, Three different papers, including a marbled Japanese stock and five randomised replica vernacular photographs, 156 pages",,,,,,,,,https://mackbooks.co.uk,,,,,,,,,
Soth,Alec,Gathered Leaves,Mack,2015,,,First edition,978-1910164365,,,,,,,https://mackbooks.co.uk,,,,,,,,,
Soth,Alec,Songbook,,,,,,,,,,,,,,,,,,,,,,
Soth,Alec,Songbook,,,,,,,,,,,,,,,,,,,,,,
Souharce,Emma,Voyeur (gray cover),Rollo Press; HEAD Geneva,2013,4.3 x 0.5 x 6.5 inches,"Paperback, perfect binding",,978-3906213040,,,,,,,,,,,,,,,,
Souharce,Emma,Voyeur (gray cover),Rollo Press; HEAD Geneva,2013,4.3 x 0.5 x 6.5 inches,"Paperback, perfect binding",,978-3906213040,,,,,,,,,,,,,,,,
Spears,Mike,Love Journal 2015,,,,,,,,,,,,,,,Periodical,,,,,,,
Spinatsch,Jules,Temporary Discomfort,,,,,,,,,,,,,,,,,,,,,,
Spinatsch,Jules,Semiautomatic Photography,Spector Books,2019,Width: 21 cm ; Length: 29.6 cm,"352 pages, 352 pp., numerous colour illustrations thread-sewn softcover",1st,978-3959052924,,,,Alberto Vieceli,"How one tilts the camera, holds it with both hands in front of the waist. How one looks through the viewfinder, gazes one-eyed into the world. How one hides it in stockings, behind the back, and how one lets it peep out from behind the corner of a building, as though it were a detective. Holding the Camera shows a pictorial genre from the now extinct era of analogue photography. Like the dinosaurs, supposedly the victims of a violent meteorite bombardment, also these images that were once distributed a million times over in instructions and advertisements, have been erased, deleted. «Nadine Olonetzky",,https://spectorbooks.com/,,Photography,,,,,,,/assets/images/covers/9783959052924.jpg
Spinatsch,Jules,We will never be so close again,Kodoji Press,2007,"16,5 × 23,5 cm","Softcover, Recycled book, 48 pages, 10 black & white plates, 21 color plates",,978-3037470015,,,,,,,,,,,,,,,,
Spoelstra,Friso,Devils & Angels Ritual Feasts in Europe,Lecturis,2015,6.85 x 1.1 x 9.49 inches,"Paperback, ‎304 pages",,978-9462260962,,,,,,,,,,,,,,,,
Srikhao,Harit,Whitewash,,,,,,,,,,,,,,,,,,,,,,
Steacy,Will,Deadline,,2016,,"Soft cover, 192 pages, 277 photographs, reproductions and documents",First edition:,,,,,,"In the highly anticipated second installment of the Deadline publications Will Steacy tells the story of an industry in crisis and a family legacy cut short. Steacy’s latest book published by b.frank books reveals the harsh realities facing the newspaper industry today in a behind-the-scenes look at one newsroom’s grit and determination to get the news out despite shrinking advertising revenue, falling circulation, lay-offs, buy-outs, and bankruptcy. In his follow up to the critically acclaimed Deadline newspaper, this 192-page book features Steacy’s photographs of The Inquirer newsroom and printing plant, historical material from The Inquirer's archive and his own family's five-generation newsman history. The accompanying essay by former Inquirer executive editor Gene Roberts, whose leadership won the paper 17 Pulitzer Prizes, explains how corporate media consolidation and the shift to budget cutting in an effort to maximize shareholder value were the first dominos in the newspaper industry’s subsequent downfall. Deadline not only provides us an open window into the realities of an industry in crisis, but also explains how and why we got here. Steacy’s in-depth examination of the media is particularly relevant in an election year in which the consequences of the de-newspaperization of America are on full display as facts and accountability have been trumped by voters' political ideology.",,,,,,,,,,,
Stephenson,Luke,Luke Stephenson's 99x99s,YES Editions,2014,,"Hardcover, 224 pages,",,978-09957434110,,,Signed,YES,"“99x99s is a photographic road trip exploring the world of the 99 ice cream. Over 25 days and 3,500 miles I travelled deeper and deeper into the story of this British icon and the culture that made it.” “As I traveled from place to place I became fascinated by the human touches that make each cone unique and the stories which shroud the 99 in mystery.” —Luke Stephenson",,,,,,,,,,$50.00,
Stezaker,John,John Stezaker: Rubell Family Collection,,,,,,,,,,,,,,,,,,,,,,
Stezaker,John,,,,,,,,,,,,,,,,,,,,,,,
Stezaker,John,,,,,,,,,,,,,,,,,,,,,,,
Stezaker,John,,,,,,,,,,,,,,,,,,,,,,,
Steyerl,Hito,I Will Survive,,,,,,,,,,,,,,,,,,,,,,
Stieglitz,Alfred,New York,,,,Yochelson,,,,,,,,,,,"New York City, Photography",,,,,,,
Still,Maximilian,Folklig Idrott (Folk-athletic games),,,,,,,,,,,,,,,,,,,,,,
Still,Clyfford,The Late Works,Rizzoli Electa,2020,10.35 x 0.79 x 12.25 inches,"Hardcover, 128 pages",First edition,978-0847868605,"by David Anfam (Author), Dean Sobel (Author)","Alex Katz (Contributor), Dorothea Rockburne (Contributor)",,,"An exclusive look at the late work of one of the most influential and enigmatic painters, whose late-career paintings are virtually unknown to the public and many are published here for the first time. Clyfford Still (1904-1980) is a pioneer of Abstract Expressionism, along with Mark Rothko, Jackson Pollock, Lee Krasner, and Willem de Kooning. This revelatory book, accompanying a groundbreaking exhibition, investigates Clyfford Still's late work, both in painting and in drawing, made after his move to rural Maryland in 1961. This marks a particularly fertile period for Still; he made over 375 works on canvas and a staggering 1,100 works on paper in Maryland before his death in 1980 at the age of 75. Given Still's especially reclusive posture later in life and the fact that none of the artworks in Still's estate were exhibited or made available to anyone before the opening of the Clyfford Still Museum in 2011, a full-scale presentation of these forty paintings and thirty works on paper is especially meaningful.",,,Art,,Individual Artist Monographs,,,Clipper,,,/assets/images/covers/9780847868605.jpg
Strömholm,Christer,Les Nuits De,RM/Fundación Foto Colectania; Mul edition,2015,,48 pages,,978-8416282159,,,,,,,,,,,,,,,,
Struth,Thomas,Walking,,,,"Paperback, perfect bound,",,,,,,,,,,,,,,,,,,
Struth,Thomas,Matera 1953,,,,,,,,,,,,,,,,,,,,,,
Struth,Thomas,Nature & Politics,,,,,,,,,,,,,,,Nature,,,,,,,
Struvay,Thierry,Vernacular Photography,,,,,,,,,,,,,,,Photography,,,,,,,
Struvay,Thierry,Love & Hate & Other Mysteries,,,,,,,,,,,,,,,,,,,,,,
Sultan,Larry,Pictures from Home,,,,,,,,,,,,,,,,,,,,,,
Sume,Selim,Tekerrur (Recurrence),,,,,,,,,,,,,,,,,,,,,,
Suter,Batia,Radial Grammar,,,,,,,,,,,,,,,,,,,,,,
Suter,Batia,Parallel Encyclopedia,,,,,,,,,,,,,,,Reference,,,,,,,
Suter,Batia,Hexamilies (Mont-Voisin),,,,,,9789491843426,,,,,,,,,,,,,,,,
Suter,Batia,Parallel Encyclopedia #2,Roma Publications,2016,,"Hardcover, 591 pages,",First,978-9491843761,"Suter, Bater",,,Roger Willems,"Tiré du site Internet de Roma Publications: [vol. 2]: ""Batia Suter's work intuitively situates found images in new contexts to provoke surprising reactions and significative possibilities. This volume follows on from the first Parallel Encyclopedia, published in 2007. Underlying themes of Suter's practice are the ""iconification"" and ""immunogenicity"" of old images, and the circumstances by which they become charged with new associative values. ""In my work, I collect groups of images based on various themes and characteristics, and I investigate how they can manipulate each other, depending on where and how they are placed. In the process of making this book, narrative lines unfolded before my eyes as I shifted images around.",,https://www.romapublications.org/,,Reference,,,700.4112,,,,
